Date,Product,Category,Region,Units,Revenue
2023-01-01,Watch,Accessories,North,6,7068
2023-02-24,Laptop,Electronics,North,4,284
2024-03-16,Smartphone,Electronics,South,5,145
2023-12-17,Watch,Accessories,West,1,724
2023-08-18,Blender,Home,North,4,4344
2024-12-25,T-shirt,Fashion,South,4,4356
2024-08-02,Desk Lamp,Home,South,8,560
2024-11-08,Headphones,Electronics,South,3,1224
2024-05-09,Desk Lamp,Home,South,3,3582
2024-09-12,Headphones,Electronics,South,6,732
2023-07-26,Blender,Home,South,2,42
2023-06-25,Backpack,Accessories,East,4,2504
2024-10-13,Backpack,Accessories,North,8,7520
2023-10-20,Shoes,Fashion,West,8,3696
2024-04-12,Sunglasses,Accessories,East,8,7792
2024-03-29,Blender,Home,North,6,5376
2023-06-09,Sunglasses,Accessories,West,2,1164
2024-12-04,Shoes,Fashion,West,9,4842
2024-05-15,Backpack,Accessories,South,8,5792
2023-07-28,Laptop,Electronics,North,5,295
2024-05-17,Coffee Maker,Home,North,3,1830
2023-07-07,T-shirt,Fashion,West,10,8030
2024-06-08,Watch,Accessories,South,1,37
2023-05-11,Headphones,Electronics,East,6,7140
2023-12-30,Desk Lamp,Home,South,6,6696
2024-08-14,Shoes,Fashion,South,2,1866
2023-12-29,Sunglasses,Accessories,West,4,848
2023-10-12,Smartphone,Electronics,North,2,268
2023-12-07,Blender,Home,South,9,864
2023-11-15,Coffee Maker,Home,North,3,1743
2024-09-27,Desk Lamp,Home,East,6,2970
2023-05-08,Smartphone,Electronics,North,10,5010
2024-10-22,Headphones,Electronics,East,10,4960
2024-11-26,Shoes,Fashion,South,9,396
2023-01-15,Coffee Maker,Home,North,1,151
2024-09-01,Laptop,Electronics,North,7,672
2023-02-03,Watch,Accessories,East,2,94
2023-09-10,Headphones,Electronics,North,5,185
2024-04-01,Headphones,Electronics,East,9,8271
2024-03-03,Watch,Accessories,West,7,2625
2023-04-21,Sunglasses,Accessories,North,4,4652
2024-02-07,Sunglasses,Accessories,North,10,5070
2024-11-19,Jacket,Fashion,East,1,341
2024-03-13,Coffee Maker,Home,South,4,1088
2023-01-07,Coffee Maker,Home,South,1,434
2023-11-09,Backpack,Accessories,North,2,68
2024-07-11,T-shirt,Fashion,West,10,7960
2024-09-14,T-shirt,Fashion,South,8,2400
2024-04-26,T-shirt,Fashion,North,5,3290
2023-05-12,Watch,Accessories,North,9,2520
2024-12-13,Headphones,Electronics,East,5,5970
2024-09-12,Headphones,Electronics,North,3,852
2024-03-21,Sunglasses,Accessories,South,10,3560
2024-04-18,T-shirt,Fashion,South,6,570
2023-05-27,Headphones,Electronics,South,2,374
2023-12-04,Watch,Accessories,West,7,3465
2023-02-25,Desk Lamp,Home,East,1,77
2024-11-30,T-shirt,Fashion,North,7,5474
2024-03-01,Smartphone,Electronics,North,1,1092
2023-10-10,Smartphone,Electronics,South,5,2290
2024-09-23,Laptop,Electronics,East,5,5050
2024-10-03,Smartphone,Electronics,West,2,470
2024-02-14,Watch,Accessories,West,10,10000
2024-08-31,Sunglasses,Accessories,South,8,5824
2024-07-28,Jacket,Fashion,East,1,364
2023-02-04,Shoes,Fashion,West,7,3066
2023-05-12,Sunglasses,Accessories,East,10,9100
2024-03-14,T-shirt,Fashion,West,1,648
2024-08-08,Smartphone,Electronics,East,6,354
2023-11-08,Watch,Accessories,South,7,3556
2024-03-28,Watch,Accessories,East,2,470
2023-05-23,Jacket,Fashion,East,3,1473
2024-12-15,Backpack,Accessories,South,8,8448
2023-01-04,Backpack,Accessories,South,8,7624
2024-12-06,Blender,Home,North,9,6561
2024-11-09,Backpack,Accessories,West,7,1526
2024-11-23,Watch,Accessories,West,1,1091
2023-08-20,Smartphone,Electronics,East,2,2252
2023-11-04,Desk Lamp,Home,East,3,2088
2023-06-04,Coffee Maker,Home,South,9,216
2023-10-27,Jacket,Fashion,West,10,2700
2023-09-24,Coffee Maker,Home,East,4,2668
2023-07-17,Headphones,Electronics,North,4,360
2023-07-13,Backpack,Accessories,North,8,5888
2024-08-02,Coffee Maker,Home,North,6,3024
2023-11-23,Backpack,Accessories,West,9,378
2023-12-07,Backpack,Accessories,East,9,1998
2024-12-04,Backpack,Accessories,North,4,860
2024-06-29,Blender,Home,South,1,1072
2023-03-15,Desk Lamp,Home,North,3,315
2024-02-24,Sunglasses,Accessories,North,4,2592
2023-11-19,Laptop,Electronics,South,2,2362
2023-03-07,Headphones,Electronics,West,1,250
2024-03-29,Blender,Home,North,4,1984
2023-08-30,Smartphone,Electronics,West,2,1834
2024-06-20,Smartphone,Electronics,West,6,5454
2023-04-30,Desk Lamp,Home,South,2,1724
2024-06-01,Coffee Maker,Home,West,10,770
2024-06-15,Jacket,Fashion,East,5,1840
2024-05-07,Shoes,Fashion,South,10,9990
2023-03-24,Shoes,Fashion,South,4,3096
2024-08-01,Smartphone,Electronics,South,10,630
2023-08-13,Desk Lamp,Home,North,4,3016
2023-07-24,T-shirt,Fashion,North,6,4896
2023-07-17,Blender,Home,North,5,1475
2024-06-25,Watch,Accessories,East,6,4110
2023-06-03,Sunglasses,Accessories,South,1,220
2024-05-11,Blender,Home,West,9,9270
2024-12-07,T-shirt,Fashion,South,10,11650
2023-12-27,Blender,Home,West,1,186
2023-10-18,Headphones,Electronics,West,9,7560
2024-07-24,Blender,Home,East,8,1608
2024-02-22,Shoes,Fashion,South,9,3393
2024-09-12,T-shirt,Fashion,North,10,6300
2024-10-15,Headphones,Electronics,North,5,775
2023-02-27,Backpack,Accessories,East,1,925
2023-01-02,Backpack,Accessories,West,3,3108
2024-01-07,Coffee Maker,Home,West,6,3036
2024-08-29,Headphones,Electronics,South,4,892
2024-11-08,Shoes,Fashion,North,1,635
2024-12-26,Laptop,Electronics,East,3,1782
2024-12-10,T-shirt,Fashion,West,1,248
2023-07-03,T-shirt,Fashion,East,3,2118
2023-04-25,Blender,Home,North,10,3280
2024-01-31,Watch,Accessories,North,8,8072
2024-08-27,Coffee Maker,Home,North,4,1280
2023-08-11,Jacket,Fashion,West,10,11970
2024-02-20,Backpack,Accessories,East,6,3522
2023-03-28,Watch,Accessories,South,1,907
2023-10-12,Backpack,Accessories,North,10,7980
2023-01-20,Sunglasses,Accessories,West,5,3260
2023-10-31,T-shirt,Fashion,North,1,1164
2024-11-11,Jacket,Fashion,North,4,2920
2024-08-16,Jacket,Fashion,East,6,4392
2024-07-06,Backpack,Accessories,South,7,3206
2024-04-12,Blender,Home,South,3,1233
2024-09-19,T-shirt,Fashion,North,8,1000
2024-08-15,Watch,Accessories,East,5,5565
2024-03-03,Jacket,Fashion,South,6,3930
2023-01-02,Headphones,Electronics,South,9,5607
2024-04-23,Desk Lamp,Home,East,10,10740
2024-04-15,Blender,Home,South,2,1052
2024-12-15,Desk Lamp,Home,South,7,4137
2024-04-01,Watch,Accessories,North,4,2608
2024-01-21,Sunglasses,Accessories,West,1,269
2024-11-14,Coffee Maker,Home,East,3,1995
2024-01-31,Shoes,Fashion,East,6,2748
2023-09-25,Desk Lamp,Home,South,3,633
2023-12-30,Watch,Accessories,West,3,477
2023-09-05,Smartphone,Electronics,North,7,4340
2023-06-28,Laptop,Electronics,South,1,1163
2023-08-23,Shoes,Fashion,North,7,2541
2024-03-30,Blender,Home,South,5,5980
2024-02-08,Laptop,Electronics,South,3,549
2023-10-31,Desk Lamp,Home,West,7,6174
2024-07-17,Jacket,Fashion,East,10,2640
2024-04-18,T-shirt,Fashion,North,9,10017
2023-05-03,Jacket,Fashion,West,2,1178
2023-12-04,Watch,Accessories,East,3,1668
2023-07-22,Sunglasses,Accessories,North,5,430
2023-07-31,Backpack,Accessories,North,1,614
2024-06-07,Headphones,Electronics,South,3,2853
2023-12-30,Coffee Maker,Home,West,8,4960
2024-08-23,Blender,Home,South,8,4136
2023-04-24,Jacket,Fashion,East,7,1932
2023-09-24,Jacket,Fashion,North,2,980
2024-04-18,Sunglasses,Accessories,South,1,443
2024-11-19,Headphones,Electronics,West,1,1076
2023-05-21,T-shirt,Fashion,West,3,1422
2023-07-28,Blender,Home,South,9,765
2023-07-27,Headphones,Electronics,South,9,10044
2024-10-11,Blender,Home,North,3,1887
2023-03-01,Shoes,Fashion,North,9,10413
2024-12-20,Desk Lamp,Home,West,7,4620
2023-09-15,Smartphone,Electronics,North,6,1890
2023-09-03,Shoes,Fashion,South,9,5922
2024-04-22,Desk Lamp,Home,East,8,6472
2024-06-16,Shoes,Fashion,West,6,2286
2023-10-29,Laptop,Electronics,South,7,1974
2024-03-11,Smartphone,Electronics,West,6,654
2024-02-08,Headphones,Electronics,East,10,7670
2023-03-23,Watch,Accessories,West,2,1426
2023-05-23,Coffee Maker,Home,West,6,5460
2023-03-05,Sunglasses,Accessories,East,7,3108
2024-02-21,Laptop,Electronics,West,8,6560
2024-05-11,Backpack,Accessories,North,4,1064
2023-07-20,Headphones,Electronics,North,8,3984
2024-10-17,Jacket,Fashion,East,4,1024
2023-07-19,Backpack,Accessories,West,2,1068
2024-01-31,Shoes,Fashion,North,5,5600
2024-02-15,Backpack,Accessories,West,2,2330
2024-10-20,Backpack,Accessories,South,8,1368
2023-02-28,Sunglasses,Accessories,East,4,3708
2023-07-27,Coffee Maker,Home,West,3,924
2024-03-15,Jacket,Fashion,West,2,1802
2024-03-19,T-shirt,Fashion,West,3,363
2024-09-10,Blender,Home,North,3,963
2023-01-15,Jacket,Fashion,South,2,1254
2024-08-19,Blender,Home,South,5,1580
2023-01-09,Desk Lamp,Home,West,8,6816
2024-12-08,Laptop,Electronics,North,7,2387
2023-10-17,Shoes,Fashion,North,2,460
2023-07-21,Watch,Accessories,East,2,766
2024-08-30,Jacket,Fashion,North,6,3870
2023-09-25,Coffee Maker,Home,North,10,4360
2023-09-17,Smartphone,Electronics,East,7,2702
2023-05-23,Jacket,Fashion,North,4,240
2024-12-13,Watch,Accessories,West,9,9927
2023-04-07,Backpack,Accessories,South,6,5172
2024-12-12,Coffee Maker,Home,West,1,694
2024-01-16,T-shirt,Fashion,East,2,1166
2023-02-18,Laptop,Electronics,West,7,5341
2023-07-11,Smartphone,Electronics,South,8,696
2023-07-21,Blender,Home,West,9,1152
2023-12-24,Backpack,Accessories,North,2,1112
2023-02-17,Desk Lamp,Home,North,6,1068
2024-03-04,Backpack,Accessories,West,5,350
2023-02-27,T-shirt,Fashion,South,2,338
2023-12-03,Watch,Accessories,North,8,2824
2023-07-17,Smartphone,Electronics,North,7,1988
2024-04-19,Watch,Accessories,North,4,2024
2024-12-18,Watch,Accessories,East,2,366
2024-03-12,Backpack,Accessories,South,1,100
2023-10-02,Headphones,Electronics,North,2,1088
2024-04-20,Smartphone,Electronics,North,10,6000
2024-02-03,Headphones,Electronics,East,1,391
2023-08-05,Laptop,Electronics,South,1,299
2024-12-06,Desk Lamp,Home,West,9,2754
2024-10-15,Smartphone,Electronics,South,8,5312
2023-10-12,Watch,Accessories,West,9,5364
2023-07-31,Coffee Maker,Home,East,2,1114
2023-11-08,Blender,Home,East,6,2712
2023-11-19,Jacket,Fashion,East,9,8991
2023-07-13,Shoes,Fashion,West,10,1590
2024-11-25,Laptop,Electronics,South,8,1168
2023-06-19,Desk Lamp,Home,North,5,2010
2024-03-24,Smartphone,Electronics,West,1,453
2023-01-16,T-shirt,Fashion,North,1,829
2024-11-07,Shoes,Fashion,South,2,1826
2023-05-01,T-shirt,Fashion,West,8,408
2023-07-22,Blender,Home,East,5,4360
2024-02-15,Backpack,Accessories,West,2,402
2023-06-09,Shoes,Fashion,West,9,10215
2023-12-24,Watch,Accessories,South,1,460
2024-02-10,Laptop,Electronics,West,1,934
2024-08-18,Desk Lamp,Home,South,1,881
2023-01-09,Headphones,Electronics,South,1,249
2023-04-12,Headphones,Electronics,West,4,2260
2023-05-04,Blender,Home,North,8,6384
2023-05-17,Shoes,Fashion,North,9,3960
2024-09-24,Backpack,Accessories,East,5,1745
2023-11-27,Coffee Maker,Home,North,10,1200
2023-02-25,Blender,Home,West,10,7230
2024-12-23,Coffee Maker,Home,North,9,2142
2023-09-18,Blender,Home,South,2,1710
2024-10-20,Backpack,Accessories,North,2,800
2024-07-09,Smartphone,Electronics,North,5,3175
2024-07-02,Desk Lamp,Home,West,7,3976
2024-01-07,Watch,Accessories,East,9,558
2023-08-07,Coffee Maker,Home,South,2,1836
2024-08-18,T-shirt,Fashion,East,9,5130
2023-02-06,T-shirt,Fashion,East,5,3900
2024-12-15,Shoes,Fashion,South,4,480
2023-04-28,Backpack,Accessories,East,1,208
2024-04-27,Backpack,Accessories,West,5,1515
2023-07-15,Jacket,Fashion,South,6,3672
2024-11-22,Blender,Home,South,5,810
2023-10-16,Sunglasses,Accessories,North,1,702
2023-02-28,Coffee Maker,Home,South,3,1344
2023-01-04,Watch,Accessories,North,4,4076
2023-11-05,Coffee Maker,Home,North,3,114
2023-05-16,Shoes,Fashion,West,4,2564
2023-12-04,Blender,Home,West,2,112
2024-01-31,Sunglasses,Accessories,East,9,540
2024-09-24,Coffee Maker,Home,West,8,8344
2023-07-21,Headphones,Electronics,West,1,1092
2024-01-14,Laptop,Electronics,South,6,1692
2023-10-11,Watch,Accessories,East,4,976
2024-07-28,Watch,Accessories,South,5,2115
2024-02-23,Desk Lamp,Home,West,2,2320
2024-06-03,Watch,Accessories,South,4,724
2024-12-13,Watch,Accessories,North,9,6255
2024-05-28,Laptop,Electronics,West,7,7973
2023-03-20,Blender,Home,East,6,5508
2024-11-07,Shoes,Fashion,South,9,216
2024-06-06,Watch,Accessories,South,9,9027
2024-03-01,Desk Lamp,Home,East,6,6492
2024-05-12,Desk Lamp,Home,West,2,658
2024-03-20,Backpack,Accessories,East,5,5165
2024-02-04,Shoes,Fashion,West,9,1503
2024-08-07,Watch,Accessories,West,4,372
2023-09-25,Sunglasses,Accessories,East,8,2128
2024-11-29,Headphones,Electronics,South,3,1953
2023-07-14,T-shirt,Fashion,North,8,7512
2023-09-11,Sunglasses,Accessories,East,10,1290
2024-02-10,Desk Lamp,Home,East,4,3264
2024-03-18,Jacket,Fashion,West,7,5075
2024-04-04,Headphones,Electronics,East,10,11690
2023-06-19,Sunglasses,Accessories,East,5,5225
2024-12-11,T-shirt,Fashion,East,6,6390
2023-04-29,Coffee Maker,Home,East,6,4566
2023-10-31,Headphones,Electronics,West,2,1510
2024-04-06,Headphones,Electronics,North,3,1050
2023-01-08,Backpack,Accessories,East,6,1308
2024-06-04,Backpack,Accessories,South,5,2970
2023-12-24,Smartphone,Electronics,West,4,3692
2023-03-03,Desk Lamp,Home,South,9,7443
2024-09-15,Smartphone,Electronics,South,10,7620
2023-11-08,T-shirt,Fashion,East,5,4215
2023-12-01,Blender,Home,North,2,1798
2024-08-11,Shoes,Fashion,North,1,1098
2023-07-09,T-shirt,Fashion,West,1,887
2024-07-24,Jacket,Fashion,West,8,384
2023-12-21,Headphones,Electronics,West,7,3927
2024-07-31,Jacket,Fashion,West,4,2272
2024-04-30,Jacket,Fashion,North,7,6202
2024-10-20,Smartphone,Electronics,West,10,4140
2024-02-07,Laptop,Electronics,South,9,5481
2024-01-03,Shoes,Fashion,South,2,938
2023-01-24,Jacket,Fashion,North,5,5940
2024-12-14,Jacket,Fashion,South,9,6552
2024-07-16,Blender,Home,North,5,815
2023-08-13,Shoes,Fashion,South,7,4046
2023-04-01,Desk Lamp,Home,North,1,768
2024-02-13,Backpack,Accessories,West,3,1119
2024-11-12,Jacket,Fashion,South,7,3276
2024-06-03,Desk Lamp,Home,East,10,2270
2023-05-31,Sunglasses,Accessories,East,4,2060
2023-11-08,T-shirt,Fashion,North,6,6816
2024-02-21,Watch,Accessories,South,1,348
2024-01-07,T-shirt,Fashion,East,6,2844
2024-01-06,Laptop,Electronics,East,10,11540
2023-07-16,Coffee Maker,Home,East,8,4720
2024-06-17,Coffee Maker,Home,South,7,7434
2024-07-09,Jacket,Fashion,East,8,7904
2024-06-06,Watch,Accessories,East,3,1158
2024-08-03,Backpack,Accessories,North,6,2244
2024-12-06,Coffee Maker,Home,South,5,1150
2023-03-24,Desk Lamp,Home,East,8,5912
2023-11-10,Desk Lamp,Home,South,7,2415
2023-02-14,Blender,Home,East,2,310
2024-07-16,Desk Lamp,Home,West,8,3512
2024-02-06,Watch,Accessories,South,10,11090
2023-07-19,Headphones,Electronics,East,6,3096
2023-10-14,Shoes,Fashion,West,10,2580
2023-08-22,Coffee Maker,Home,East,4,4660
2023-07-31,Watch,Accessories,West,4,3504
2024-02-10,Sunglasses,Accessories,South,8,9240
2024-02-20,Backpack,Accessories,North,2,2108
2024-08-29,Smartphone,Electronics,North,6,6684
2023-06-18,Laptop,Electronics,North,8,824
2023-12-24,Laptop,Electronics,North,7,4004
2023-08-17,Shoes,Fashion,North,2,1012
2024-07-06,Sunglasses,Accessories,North,7,5369
2023-10-10,Desk Lamp,Home,East,8,3904
2023-08-20,Blender,Home,South,8,6040
2023-07-24,Headphones,Electronics,South,1,763
2024-07-06,Backpack,Accessories,South,8,1504
2024-07-05,Blender,Home,North,6,6420
2024-03-27,Watch,Accessories,East,1,1063
2024-09-30,Backpack,Accessories,South,8,8336
2023-12-13,Smartphone,Electronics,South,10,7660
2023-09-15,Laptop,Electronics,East,9,2187
2023-04-16,T-shirt,Fashion,West,10,6300
2024-12-29,Coffee Maker,Home,South,5,2490
2023-05-05,Watch,Accessories,East,4,2440
2024-10-22,Jacket,Fashion,North,3,2460
2023-04-01,Headphones,Electronics,West,10,4810
2024-11-26,Smartphone,Electronics,North,3,2028
2024-11-19,Watch,Accessories,East,7,6958
2024-06-09,Jacket,Fashion,South,7,5950
2023-05-30,Desk Lamp,Home,South,6,6240
2023-03-30,Sunglasses,Accessories,East,3,621
2024-09-29,Laptop,Electronics,North,2,1228
2023-11-11,Desk Lamp,Home,West,6,6168
2024-08-30,Coffee Maker,Home,West,8,5032
2023-01-14,Headphones,Electronics,West,4,4240
2024-05-06,Jacket,Fashion,North,9,2070
2024-10-14,Sunglasses,Accessories,North,9,1368
2024-05-01,Jacket,Fashion,North,10,5010
2023-12-13,Sunglasses,Accessories,East,3,1236
2023-10-29,Laptop,Electronics,West,1,440
2023-03-15,Headphones,Electronics,East,2,378
2024-05-01,Watch,Accessories,South,1,879
2023-01-10,Headphones,Electronics,East,8,8048
2024-11-11,Jacket,Fashion,South,7,3661
2023-01-27,Headphones,Electronics,East,3,1815
2024-04-26,Smartphone,Electronics,West,4,4324
2023-02-26,Headphones,Electronics,South,6,4590
2024-05-20,T-shirt,Fashion,East,3,2832
2024-08-05,Desk Lamp,Home,West,7,5229
2023-09-02,Coffee Maker,Home,North,3,123
2024-10-19,T-shirt,Fashion,West,9,405
2024-01-01,Shoes,Fashion,West,4,3932
2023-06-27,Desk Lamp,Home,North,6,5190
2024-12-12,Watch,Accessories,North,2,586
2023-05-11,Laptop,Electronics,East,9,3042
2023-09-20,Desk Lamp,Home,West,1,31
2023-10-26,Jacket,Fashion,South,6,4434
2023-05-29,T-shirt,Fashion,North,10,4280
2023-06-28,Backpack,Accessories,West,10,1570
2023-02-08,Coffee Maker,Home,East,10,10710
2024-05-09,Coffee Maker,Home,North,10,7550
2024-06-12,Watch,Accessories,West,1,988
2024-09-05,Backpack,Accessories,East,3,1452
2024-04-18,Coffee Maker,Home,North,8,1776
2024-04-16,Smartphone,Electronics,South,7,763
2024-05-18,Laptop,Electronics,North,4,1152
2024-03-20,Sunglasses,Accessories,North,8,5104
2024-10-09,Laptop,Electronics,South,9,10143
2024-12-07,Shoes,Fashion,East,8,9360
2023-04-05,Shoes,Fashion,North,10,6790
2024-01-24,Watch,Accessories,North,2,530
2023-06-29,Coffee Maker,Home,North,4,3008
2024-05-06,Jacket,Fashion,East,3,186
2023-03-07,Desk Lamp,Home,East,1,1152
2023-01-09,Laptop,Electronics,East,8,312
2024-05-12,Desk Lamp,Home,South,6,1116
2024-01-12,Smartphone,Electronics,North,7,4151
2023-07-19,Coffee Maker,Home,South,9,1701
2024-04-12,Desk Lamp,Home,West,5,3550
2024-03-31,Sunglasses,Accessories,North,8,8352
2023-02-06,T-shirt,Fashion,South,4,1856
2024-09-03,Smartphone,Electronics,South,6,4080
2023-03-10,Jacket,Fashion,West,8,6328
2024-11-23,Smartphone,Electronics,East,9,2205
2023-12-08,Blender,Home,North,5,1275
2023-11-12,Blender,Home,East,6,4740
2023-11-10,Backpack,Accessories,North,5,850
2023-05-27,Headphones,Electronics,West,5,4285
2023-04-06,Desk Lamp,Home,West,6,6324
2023-08-09,Jacket,Fashion,South,10,2030
2023-09-15,Backpack,Accessories,South,3,318
2024-01-04,Smartphone,Electronics,South,6,6420
2023-09-22,Jacket,Fashion,East,6,990
2024-12-03,T-shirt,Fashion,West,5,5555
2024-12-06,Laptop,Electronics,West,10,5400
2024-07-17,T-shirt,Fashion,East,6,1782
2023-05-25,Desk Lamp,Home,West,10,4170
2024-04-26,Sunglasses,Accessories,West,3,2724
2024-06-15,Watch,Accessories,South,3,1932
2024-06-07,Backpack,Accessories,North,3,936
2024-10-19,Watch,Accessories,West,3,816
2023-09-27,Desk Lamp,Home,West,4,572
2023-06-16,Headphones,Electronics,East,8,3656
2024-07-20,Watch,Accessories,South,6,2076
2024-07-13,Blender,Home,South,3,315
2024-08-25,T-shirt,Fashion,South,2,1862
2023-10-19,Laptop,Electronics,West,6,5250
2024-10-15,Shoes,Fashion,West,9,3942
2024-09-27,T-shirt,Fashion,South,9,918
2023-03-27,Shoes,Fashion,South,7,3094
2024-07-07,Coffee Maker,Home,West,6,3552
2023-02-02,Watch,Accessories,West,8,3224
2023-11-13,Desk Lamp,Home,South,6,6156
2024-07-25,Laptop,Electronics,South,2,1232
2023-12-28,Shoes,Fashion,North,2,2132
2024-03-24,Smartphone,Electronics,South,9,8199
2023-05-29,Smartphone,Electronics,East,9,6651
2023-09-08,Watch,Accessories,East,3,2601
2023-05-21,Watch,Accessories,North,2,810
2023-06-24,Shoes,Fashion,North,3,159
2024-12-23,Headphones,Electronics,East,2,320
2024-09-05,Desk Lamp,Home,North,5,5515
2024-02-01,Desk Lamp,Home,East,1,1001
2024-10-28,Headphones,Electronics,North,3,1908
2024-12-19,Coffee Maker,Home,East,5,2625
2024-10-21,T-shirt,Fashion,East,10,11220
2023-04-20,Headphones,Electronics,South,1,151
2024-03-22,Blender,Home,North,1,754
2024-02-15,Blender,Home,West,7,7812
2024-11-30,Desk Lamp,Home,South,3,2835
2023-01-09,Laptop,Electronics,West,2,212
2024-08-23,Backpack,Accessories,South,8,3792
2024-09-08,Shoes,Fashion,North,7,3983
2024-06-15,Blender,Home,East,4,2672
2023-09-09,Desk Lamp,Home,North,7,7427
2023-09-15,Backpack,Accessories,West,2,1542
2023-10-26,Sunglasses,Accessories,East,3,1701
2023-02-01,Desk Lamp,Home,East,3,1236
2024-04-12,Sunglasses,Accessories,South,3,837
2023-11-23,Sunglasses,Accessories,North,1,428
2024-03-29,Jacket,Fashion,East,2,1836
2023-09-08,T-shirt,Fashion,North,10,2440
2023-12-15,Blender,Home,West,1,45
2023-06-28,T-shirt,Fashion,North,1,124
2023-06-10,Jacket,Fashion,East,7,2604
2024-07-25,Laptop,Electronics,South,2,850
2023-03-14,Jacket,Fashion,West,4,4232
2023-05-02,Coffee Maker,Home,North,1,221
2023-04-24,Backpack,Accessories,South,5,2960
2023-01-02,Sunglasses,Accessories,East,8,9568
2024-04-14,Smartphone,Electronics,East,9,9468
2023-07-09,Watch,Accessories,West,7,2331
2024-05-05,Shoes,Fashion,West,1,221
2023-08-25,Shoes,Fashion,South,6,780
2024-09-29,Smartphone,Electronics,West,10,3250
2024-06-27,Jacket,Fashion,East,1,1130
2023-08-27,Coffee Maker,Home,West,2,1418
2023-11-20,Shoes,Fashion,North,10,8450
2023-02-18,T-shirt,Fashion,West,9,4509
2023-03-23,Smartphone,Electronics,South,6,6372
2024-12-24,Laptop,Electronics,North,2,1724
2023-02-09,Headphones,Electronics,South,1,1129
2024-04-08,Jacket,Fashion,West,3,3090
2023-01-18,Backpack,Accessories,West,3,3297
2024-10-30,Backpack,Accessories,South,8,4200
2024-02-05,Laptop,Electronics,East,3,3123
2024-05-14,Laptop,Electronics,South,7,2709
2023-08-03,Desk Lamp,Home,North,2,1414
2024-02-10,Sunglasses,Accessories,West,9,10449
2023-07-29,Coffee Maker,Home,West,1,741
2024-09-23,Shoes,Fashion,West,2,1574
2024-06-27,Desk Lamp,Home,North,5,5240
2024-06-27,Sunglasses,Accessories,West,9,6705
2024-10-02,Blender,Home,North,10,4770
2024-05-06,Coffee Maker,Home,North,10,2690
2024-02-13,Watch,Accessories,East,8,9128
2023-11-09,Smartphone,Electronics,South,2,756
2024-01-16,Sunglasses,Accessories,East,1,295
2024-09-07,Watch,Accessories,South,2,1882
2024-09-24,Backpack,Accessories,North,10,7890
2024-02-02,Watch,Accessories,South,8,7248
2024-07-08,Sunglasses,Accessories,East,9,7227
2024-04-20,Desk Lamp,Home,West,2,2334
2023-07-26,Backpack,Accessories,North,9,1791
2024-11-08,Headphones,Electronics,East,1,503
2024-05-18,Blender,Home,South,8,9456
2024-12-12,Jacket,Fashion,South,4,1460
2023-11-25,Desk Lamp,Home,West,3,2346
2023-02-02,Blender,Home,East,2,1178
2023-10-30,Backpack,Accessories,North,10,6560
2023-11-11,Backpack,Accessories,South,2,932
2023-02-03,Coffee Maker,Home,North,4,628
2024-01-28,Desk Lamp,Home,North,10,8650
2023-07-30,Sunglasses,Accessories,North,2,1272
2024-10-26,Laptop,Electronics,North,3,657
2024-03-10,Jacket,Fashion,East,6,5682
2024-06-02,Blender,Home,North,8,2912
2024-07-24,Backpack,Accessories,East,8,9304
2023-10-25,Shoes,Fashion,South,8,4160
2023-08-10,Headphones,Electronics,East,4,3532
2024-07-28,Headphones,Electronics,North,8,7904
2024-11-19,Smartphone,Electronics,South,5,215
2023-01-19,Backpack,Accessories,South,4,4372
2024-04-13,Shoes,Fashion,North,7,1687
2023-10-29,Desk Lamp,Home,East,3,1668
2024-09-25,Laptop,Electronics,West,1,133
2023-08-27,Laptop,Electronics,East,6,5508
2024-07-18,Laptop,Electronics,South,4,2148
2024-02-05,Blender,Home,North,10,7100
2023-04-27,Watch,Accessories,South,3,3336
2024-04-02,Blender,Home,East,9,1395
2024-04-22,Headphones,Electronics,East,4,2364
2023-12-16,Headphones,Electronics,North,3,1137
2023-02-08,Shoes,Fashion,East,6,2370
2024-01-07,Headphones,Electronics,North,6,6342
2023-07-09,Shoes,Fashion,South,6,5514
2024-10-04,Laptop,Electronics,South,10,6640
2024-09-12,Watch,Accessories,East,2,2176
2023-05-13,Watch,Accessories,North,10,8620
2024-01-10,Sunglasses,Accessories,North,1,621
2023-04-07,Headphones,Electronics,South,5,4455
2024-08-15,Laptop,Electronics,West,9,4284
2024-02-25,Laptop,Electronics,North,4,4396
2024-02-14,Coffee Maker,Home,South,2,2226
2024-08-09,Laptop,Electronics,North,7,3171
2023-06-15,Laptop,Electronics,East,8,8800
2023-10-14,Watch,Accessories,West,4,1364
2024-10-20,Smartphone,Electronics,North,2,702
2023-07-30,Blender,Home,North,8,8376
2024-02-02,Shoes,Fashion,North,4,1776
2024-01-21,Jacket,Fashion,East,1,591
2023-06-16,Watch,Accessories,West,3,3291
2023-05-02,Sunglasses,Accessories,South,6,6312
2024-11-04,Jacket,Fashion,East,2,1176
2024-01-07,Coffee Maker,Home,East,9,6984
2023-10-20,Desk Lamp,Home,South,4,2696
2024-08-20,Headphones,Electronics,West,6,6408
2024-03-11,Coffee Maker,Home,West,1,560
2023-11-15,Backpack,Accessories,South,6,864
2024-11-21,Blender,Home,South,8,4488
2024-02-01,Desk Lamp,Home,East,1,1002
2024-02-22,Shoes,Fashion,East,1,379
2023-05-02,Laptop,Electronics,West,5,2620
2023-12-22,Laptop,Electronics,East,2,2070
